,event_id,event_id_cnty,event_date,year,time_precision,latitude,longitude,level,radius,note_on_location,location,source,notes,number_of_report
573,US_180930,US,9/30/18,2018,,9.7169444,114.2816667,2,0.4,Johnson Reef,12 nautical miles from Gaven and Johnson Reefs,https://news.cgtn.com/news/3d3d674d7a67444d30457a6333566d54/index.html; http://k.sina.com.cn/article_6435496151_17f95e0d700100ecb8.html?from=food; https://news.cgtn.com/news/3d3d414e7967544e7a457a6333566d54/index.html; https://www.chinadaily.com.cn/a/201810/02/WS5bb30397a310eff3032808ad.html; https://www.voatiengviet.com/a/tau-chien-my-tien-gan-quan-dao-truong-sa/4593424.html; https://www.reuters.com/article/us-usa-china/u-s-warship-sails-near-disputed-south-china-sea-islands-u-s-official-idUSKCN1MA0DY,US destroyer Decatur traveled within 12 nautical miles of Gaven and Johnson Reefs in the Spratly Islands.,6
574,CNUS_180930,CN/US,9/30/18,2018,,10.2066667,114.2236111,2,0.4,,Gaven Reef,https://www.scmp.com/news/china/military/article/2166849/us-chinese-warships-within-metres-collision-south-china-sea; https://www.nikkei.com/article/DGXMZO35996600S8A001C1000000/; https://thanhnien.vn/the-gioi/tau-chien-trung-quoc-gay-nguy-hiem-cho-tau-chien-my-tai-bien-dong-1009313.html; https://anninhthudo.vn/the-gioi/my-cong-bo-anh-tau-chien-trung-quoc-ap-sat-tau-khu-truc-my-o-bien-dong/785209.antd; https://www.bbc.com/vietnamese/world-45715309; https://www.abc.net.au/news/2018-10-03/south-china-sea-encounter-between-us-warship-and-chinese-vessel/10333096,"The Lanzhou 170 came close to and nearly collided with the USS Decatur at a distance of only 45 yards as USS Decatur conducted a ""freedom of navigation"" patrol in the SCS",6
575,JP_180913,JP,9/13/18,2018,,10.724722,115.826944,5,1.8,Spratly Islands,Spratly Islands and Paracel Islands,https://www.nikkei.com/article/DGXMZO35447400X10C18A9PE8000/; https://thanhnien.vn/the-gioi/tau-ngam-nhat-lan-dau-tien-tham-gia-dien-tap-o-bien-dong-1003906.html; https://www.voatiengviet.com/a/4575405.html; https://www.reuters.com/article/us-japan-southchinasea-submarine/japanese-submarine-conducts-first-drills-in-south-china-sea-idUSKCN1LX07S,JMSDF submarine conducted training in the South China Sea for the first time,4
576,JP_180913,JP,9/13/18,2018,,16.666667,112.333333,5,1.8,Paracel Islands,Spratly Islands and Paracel Islands,https://www.nikkei.com/article/DGXMZO35447400X10C18A9PE8000/; https://thanhnien.vn/the-gioi/tau-ngam-nhat-lan-dau-tien-tham-gia-dien-tap-o-bien-dong-1003906.html; https://www.voatiengviet.com/a/4575405.html; https://www.reuters.com/article/us-japan-southchinasea-submarine/japanese-submarine-conducts-first-drills-in-south-china-sea-idUSKCN1LX07S,JMSDF submarine conducted training in the South China Sea for the first time,4
577,CNPH_180904,CN/PH,9/4/18,2018,,8.904392,116.275036,2,0.4,,Half Moon Shoal,https://www.scmp.com/news/asia/southeast-asia/article/2162611/philippines-extricates-warship-half-moon-shoal-south-china,"The Philippine Navy extricated one of its largest warships which ran aground in a shoal near a hotly disputed region in the South China Sea.Two Philippine security officials said that tugboats were used to pull the BRP Gregorio del Pilar from the shallow fringes of Half Moon Shoal, which the Philippines calls Hasa Hasa.",1
578,IDVN_180903,ID/VN,9/3/18,2018,,1,107,3,0.7,,Natuna waters,https://news.kkp.go.id/index.php/kkp-kembali-sukses-tangkap-3-kapal-ikan-vietnam-di-perairan-natuna/,"4 Ministry of Maritime Affairs and Fisheries caught 3 Vietnamese fishing ships in the Natunas. One tried to escape, an incident ensued, and 1 Vietnamese ships was sunk.",1
579,PH_180831,PH,8/31/18,2018,,8.904392,116.275036,2,0.4,,Half Moon Shoal,https://www.scmp.com/news/china/military/article/2162298/beijing-sends-coastguard-vessels-after-philippine-warship-runs,China has sent coastguard and rescue vessels to help with efforts to retrieve a Philippine Navy warship that ran aground on a shoal in contested waters in the South China Sea.,1
580,UK_180831,UK,8/31/18,2018,,16.666667,112.333333,5,1.8,,Paracel Islands,https://thanhnien.vn/the-gioi/chau-au-tang-cuong-hien-dien-o-bien-dong-1126630.html; https://viettimes.vn/bien-dong-anh-phap-giuong-oai-theo-my-khien-trung-quoc-phat-khung-303608.html; https://www.bbc.com/vietnamese/world-45422399,UK's amphibious assault ship HMS Albion transited through the vicinity of the islands of the Paracel Islands which are illegally occupied by China,3
581,VN_180820,VN,8/20/18,2018,,10.25,107.18333,1,0.08,10015’N - 107011’E,7nm off the coast of Vung Tau,https://vtc.vn/thoi-su/tau-la-dam-chim-tau-cua-ngu-dan-binh-dinh-6-ngu-dan-suyt-mat-mang-ar421333.html,Vietnamese fishing vessel sunken by foreign ship,1
582,VN_180807,VN,8/7/18,2018,,15.870405,111.865313,1,0.08,,11nm Southwest of Lincoln Island,https://vtc.vn/thoi-su/tau-ca-quang-ngai-bi-tau-trung-quoc-dam-chim-gan-hoang-sa-ar418677.html,Vietnamese fishing vessel was sunken by Chinese ship,1
583,VN_180803,VN,8/3/18,2018,,16.666667,112.333333,5,1.8,,Paracel Islands,https://vtc.vn/phap-luat/tau-ca-quang-ngai-bi-tan-cong-cuop-tai-san-tri-gia-300-trieu-dong-tai-hoang-sa-ar423230.html,Vietnamese fishing vessel attacked by foreign vessel. damaged. A perpetrator stole equipments off the ship,1
584,PHUS_180709,PH/US,7/9/18,2018,,12,113,6,7.2,,South China Sea,https://viettimes.vn/my-chung-suc-philippines-tap-tran-tren-bien-dong-297719.html; https://www.voatiengviet.com/a/tap-tran-chung-o-bien-dong-lai-ham-nong-quan-he-my-philippines/4481463.html; https://thediplomat.com/2018/07/us-philippines-maritime-security-cooperation-in-the-spotlight-with-expanded-exercise/; https://www.stripes.com/news/u-s-philippine-navies-train-in-south-china-sea-1.536694,"US, Philippines Conducted Maritime Training Activity Sama Sama 2018 from July 9 to July 14",4
585,CN_180628,CN,6/28/18,2018,,38.72,119.9,5,1.8,Bohai Sea,"across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",https://news.cgtn.com/news/78636a4e32457a6333566d54/index.html,"China’s homegrown J-15 fighter jets took off from and landed on aircraft carrier Liaoning on Monday - the first time that Chinese pilots have conducted such flights over the South China Sea.
The Chinese naval formation, consisting of the carrier and several escort vessels, has recently carried out a series of exercises across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",1
586,CN_180628,CN,6/28/18,2018,,35.494277,123.796461,5,1.8,Yellow Sea,"across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",https://news.cgtn.com/news/78636a4e32457a6333566d54/index.html,"China’s homegrown J-15 fighter jets took off from and landed on aircraft carrier Liaoning on Monday - the first time that Chinese pilots have conducted such flights over the South China Sea.
The Chinese naval formation, consisting of the carrier and several escort vessels, has recently carried out a series of exercises across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",1
587,CN_180628,CN,6/28/18,2018,,29.13089135,125.2170899,6,7.2,East China Sea,"across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",https://news.cgtn.com/news/78636a4e32457a6333566d54/index.html,"China’s homegrown J-15 fighter jets took off from and landed on aircraft carrier Liaoning on Monday - the first time that Chinese pilots have conducted such flights over the South China Sea.
The Chinese naval formation, consisting of the carrier and several escort vessels, has recently carried out a series of exercises across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",1
588,CN_180628,CN,6/28/18,2018,,20.702222,116.7275,4,0.7,North South China Sea: Pratas Island,"across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",https://news.cgtn.com/news/78636a4e32457a6333566d54/index.html,"China’s homegrown J-15 fighter jets took off from and landed on aircraft carrier Liaoning on Monday - the first time that Chinese pilots have conducted such flights over the South China Sea.
The Chinese naval formation, consisting of the carrier and several escort vessels, has recently carried out a series of exercises across the Bohai Sea, the Yellow Sea, the East China Sea, all the way down to the South China Sea.",1
589,US_180628,US,6/28/18,2018,,12,113,6,7.2,,South China Sea,https://thanhnien.vn/the-gioi/my-lien-tiep-gui-3-nhom-tan-cong-tau-san-bay-tuan-tra-bien-dong-977947.html,USS Ronald Reagan moved from near Guam and passed through the SCS before reaching the Philippines.,1
590,IDVN_180625,ID/VN,6/25/18,2018,,1,107,3,0.7,,near Natuna Regency,https://www.bbc.com/vietnamese/vietnam-43903225,Indonesia arrested 2 Vietnamese fishing vessels and their 21 crew members,1
591,US_180623,US,6/23/18,2018,,12,113,6,7.2,,South China Sea,https://news.cgtn.com/news/3d676a4d30556a4d/index.html?t=1487473726857,"The US Navy’s carrier strike group (CSG), including Nimitz-class aircraft carrier USS Carl Vinson, began operations in the South China Sea on Saturday, confirming reports earlier in the week that the US was planning to conduct fresh naval operations in the waters. 
The Pentagon described the operations as “routine” with the aim of enhancing relationships with US allies in the Indo-Asia-Pacific region. 
The latest US military activity in the South China Sea follows Beijing’s warning not to challenge China's sovereignty and damage stability in the region. ",1
592,CNVN_180618,CN/VN,6/18/18,2018,,16.056389,111.761944,2,0.4,,South Southwest of Bach Quy island (Paracel islands),https://anninhthudo.vn/chinh-tri-xa-hoi/tau-ca-viet-nam-bi-tau-trung-quoc-xua-duoi-khi-vao-tranh-tru-tai-hoang-sa/771904.antd; https://tuoitre.vn/20-tau-ca-tru-ap-thap-o-hoang-sa-bi-tau-trung-quoc-xua-duoi-20180619122053467.htm,Chinese fishing vessels chased away Vietnamese fishing vessels when they tried to take shelter in Paracel islands,2
593,VN_180609,VN,6/9/18,2018,,13.278657,110.249081,1,0.08,,87nm Northeast of Nha Trang,https://vtc.vn/thoi-su/cuu-song-5-ngu-dan-bi-tau-la-dam-chim-tren-bien-nha-trang-ar405175.html,Vietnamese fishing vessel collided with foreign ship and was sunken,1
594,IN_180605,IN,6/5/18,2018,,12,113,6,7.2,,South China Sea,https://vietnamnet.vn/vn/the-gioi/trung-quoc-do-tham-tau-chien-an-do-dang-roi-viet-nam-455044.html,Chinese warship tailing Indian fleet off the coast of Vietnam,1
595,IDVN_180603,ID/VN,6/3/18,2018,,1,107,3,0.7,,Natuna waters,https://www.liputan6.com/bisnis/read/3550483/6-kapal-pencuri-ikan-kembali-tertangkap-pemerintah-diminta-gencarkan-patroli,Ministry of Maritime Affairs and Fisheries and Maritime Security Agency ships captured 10 Vietnamese fishing vessels in the Natunas.,1
596,IDVN_180529,ID/VN,5/29/18,2018,,6.511111,107.416667,1,0.08,06º 29’100 U - 107º 25 ’00 ”T,Natuna waters,https://regional.kompas.com/read/2018/05/31/08394121/lagi-1-kapal-vietnam-ditangkap-karena-mencuri-ikan-di-laut-natuna,Indonesian Navy ship arrested a Vietnamese fishing ship inside Indonesian EEZ in the Natunas,1
597,US_180528,US,5/28/18,2018,,16.666667,112.333333,5,1.8,,Paracel Islands,https://vietnamnet.vn/vn/thoi-su/quoc-phong/nguoi-phat-ngon-noi-ve-tau-chien-my-hoat-dong-o-hoang-sa-454264.html#inner-article,"US patrol conducted ""freedom of navigation"" within 12nm of Paracel Islands",1
598,FR_180528,FR,5/28/18,2018,,9.9,115.533333,2,0.4,Mischief Reef,"Mischief Reef, Subi Reef, Fiery Cross Reef",https://thanhnien.vn/the-gioi/chau-au-tang-cuong-hien-dien-o-bien-dong-1126630.html; http://maritimeawarenessproject.org/visualizations/timeline/index.html,"May 28 - 30, 2018, the FNS Dixmude (L9015), accompanied by the FNS Surcouf (F7111), transited through the vicinity of Mischief Reef, Subi Reef, and Fiery Cross Reef in the Spratly island chain.",2
599,FR_180528,FR,5/28/18,2018,,10.923611,114.084722,2,0.4,Subi Reef,"Mischief Reef, Subi Reef, Fiery Cross Reef",https://thanhnien.vn/the-gioi/chau-au-tang-cuong-hien-dien-o-bien-dong-1126630.html; http://maritimeawarenessproject.org/visualizations/timeline/index.html,"May 28 - 30, 2018, the FNS Dixmude (L9015), accompanied by the FNS Surcouf (F7111), transited through the vicinity of Mischief Reef, Subi Reef, and Fiery Cross Reef in the Spratly island chain.",2
600,FR_180528,FR,5/28/18,2018,,9.545833,112.8875,2,0.4,Fiery Cross Reef,"Mischief Reef, Subi Reef, Fiery Cross Reef",https://thanhnien.vn/the-gioi/chau-au-tang-cuong-hien-dien-o-bien-dong-1126630.html; http://maritimeawarenessproject.org/visualizations/timeline/index.html,"May 28 - 30, 2018, the FNS Dixmude (L9015), accompanied by the FNS Surcouf (F7111), transited through the vicinity of Mischief Reef, Subi Reef, and Fiery Cross Reef in the Spratly island chain.",2
601,IDVN_180527,ID/VN,5/27/18,2018,,1,107,3,0.7,,Natuna waters,https://regional.kompas.com/read/2018/05/29/14503311/bakamla-kembali-amankan-14-kapal-pencuri-ikan-asal-vietnam-di-natuna,Ministry of Maritime Affairs and Fisheries and Maritime Security Agency ships spotted 30 Vietnamese fishing ships in the Natunas and managed to capture 14.,1
602,CNUS_180527,CN/US,5/27/18,2018,,12,113,6,7.2,,South China Sea,https://news.cgtn.com/news/3d3d774d354d7a4e77457a6333566d54/index.html,"The Chinese army acted immediately and dispatched warships to warn US warships that had entered the South China Sea on Sunday to leave, ?China's Ministry of National Defense said.
The two warships, Higgins, a guided-missile destroyer and Antietam, a guided-missile cruiser, arbitrarily entered waters surrounding China's Xisha Islands, the ministry said. ",1
603,US_180527,US,5/27/18,2018,,16.9794444,112.2708333,2,0.4,Tree Island,"near Tree, Lincoln, Triton and Woody islands in the Paracels",https://www.scmp.com/news/china/diplomacy-defence/article/2148002/us-warships-sail-near-south-china-sea-islands-move; https://vietnamnet.vn/vn/thoi-su/quoc-phong/nguoi-phat-ngon-noi-ve-tau-chien-my-hoat-dong-o-hoang-sa-454264.html#inner-article; https://viettimes.vn/trung-quoc-khuay-bien-dong-anhphap-nhay-vao-tro-chien-my-294587.html; https://thanhnien.vn/the-gioi/bo-doi-chien-ham-my-thach-thuc-tuyen-bo-phi-ly-cua-trung-quoc-o-bien-dong-967030.html; https://www.voatiengviet.com/a/hai-t%C3%A0u-chi%E1%BA%BFn-m%E1%BB%B9-ti%E1%BA%BFn-l%E1%BA%A1i-g%E1%BA%A7n-qu%E1%BA%A7n-%C4%91%E1%BA%A3o-ho%C3%A0ng-sa/4411813.html; https://www.abc.net.au/news/2018-05-28/us-warships-sail-near-disputed-islands-in-south-china-sea/9805576; https://www.reuters.com/article/us-usa-china-military-exclusive/exclusive-u-s-warships-sail-near-south-china-sea-islands-claimed-by-beijing-idUSKCN1IS07W," Two U.S. Navy warships sailed within 12 nautical miles of the Paracel Islands, carrying out maneuvering operations near Tree, Lincoln, Triton and Woody islands",7
604,US_180527,US,5/27/18,2018,,16.666667,112.729722,2,0.4,Lincoln Island,"near Tree, Lincoln, Triton and Woody islands in the Paracels",https://www.scmp.com/news/china/diplomacy-defence/article/2148002/us-warships-sail-near-south-china-sea-islands-move; https://vietnamnet.vn/vn/thoi-su/quoc-phong/nguoi-phat-ngon-noi-ve-tau-chien-my-hoat-dong-o-hoang-sa-454264.html#inner-article; https://viettimes.vn/trung-quoc-khuay-bien-dong-anhphap-nhay-vao-tro-chien-my-294587.html; https://thanhnien.vn/the-gioi/bo-doi-chien-ham-my-thach-thuc-tuyen-bo-phi-ly-cua-trung-quoc-o-bien-dong-967030.html; https://www.voatiengviet.com/a/hai-t%C3%A0u-chi%E1%BA%BFn-m%E1%BB%B9-ti%E1%BA%BFn-l%E1%BA%A1i-g%E1%BA%A7n-qu%E1%BA%A7n-%C4%91%E1%BA%A3o-ho%C3%A0ng-sa/4411813.html; https://www.abc.net.au/news/2018-05-28/us-warships-sail-near-disputed-islands-in-south-china-sea/9805576; https://www.reuters.com/article/us-usa-china-military-exclusive/exclusive-u-s-warships-sail-near-south-china-sea-islands-claimed-by-beijing-idUSKCN1IS07W," Two U.S. Navy warships sailed within 12 nautical miles of the Paracel Islands, carrying out maneuvering operations near Tree, Lincoln, Triton and Woody islands",7
605,US_180527,US,5/27/18,2018,,15.7841667,111.2030556,2,0.4,Triton Island,"near Tree, Lincoln, Triton and Woody islands in the Paracels",https://www.scmp.com/news/china/diplomacy-defence/article/2148002/us-warships-sail-near-south-china-sea-islands-move; https://vietnamnet.vn/vn/thoi-su/quoc-phong/nguoi-phat-ngon-noi-ve-tau-chien-my-hoat-dong-o-hoang-sa-454264.html#inner-article; https://viettimes.vn/trung-quoc-khuay-bien-dong-anhphap-nhay-vao-tro-chien-my-294587.html; https://thanhnien.vn/the-gioi/bo-doi-chien-ham-my-thach-thuc-tuyen-bo-phi-ly-cua-trung-quoc-o-bien-dong-967030.html; https://www.voatiengviet.com/a/hai-t%C3%A0u-chi%E1%BA%BFn-m%E1%BB%B9-ti%E1%BA%BFn-l%E1%BA%A1i-g%E1%BA%A7n-qu%E1%BA%A7n-%C4%91%E1%BA%A3o-ho%C3%A0ng-sa/4411813.html; https://www.abc.net.au/news/2018-05-28/us-warships-sail-near-disputed-islands-in-south-china-sea/9805576; https://www.reuters.com/article/us-usa-china-military-exclusive/exclusive-u-s-warships-sail-near-south-china-sea-islands-claimed-by-beijing-idUSKCN1IS07W," Two U.S. Navy warships sailed within 12 nautical miles of the Paracel Islands, carrying out maneuvering operations near Tree, Lincoln, Triton and Woody islands",7
606,US_180527,US,5/27/18,2018,,16.8356735,112.3401701,2,0.4,Woody Island,"near Tree, Lincoln, Triton and Woody islands in the Paracels",https://www.scmp.com/news/china/diplomacy-defence/article/2148002/us-warships-sail-near-south-china-sea-islands-move; https://vietnamnet.vn/vn/thoi-su/quoc-phong/nguoi-phat-ngon-noi-ve-tau-chien-my-hoat-dong-o-hoang-sa-454264.html#inner-article; https://viettimes.vn/trung-quoc-khuay-bien-dong-anhphap-nhay-vao-tro-chien-my-294587.html; https://thanhnien.vn/the-gioi/bo-doi-chien-ham-my-thach-thuc-tuyen-bo-phi-ly-cua-trung-quoc-o-bien-dong-967030.html; https://www.voatiengviet.com/a/hai-t%C3%A0u-chi%E1%BA%BFn-m%E1%BB%B9-ti%E1%BA%BFn-l%E1%BA%A1i-g%E1%BA%A7n-qu%E1%BA%A7n-%C4%91%E1%BA%A3o-ho%C3%A0ng-sa/4411813.html; https://www.abc.net.au/news/2018-05-28/us-warships-sail-near-disputed-islands-in-south-china-sea/9805576; https://www.reuters.com/article/us-usa-china-military-exclusive/exclusive-u-s-warships-sail-near-south-china-sea-islands-claimed-by-beijing-idUSKCN1IS07W," Two U.S. Navy warships sailed within 12 nautical miles of the Paracel Islands, carrying out maneuvering operations near Tree, Lincoln, Triton and Woody islands",7
607,CNVN_180520,CN/VN,5/20/18,2018,,16.666667,112.333333,5,1.8,,Paracel Islands,https://www.scmp.com/news/china/diplomacy-defence/article/2147154/chinas-navy-and-coastguard-stage-first-joint-patrols,China expelled at least 10 foreign fishing vessels in the first joint patrol staged by the Chinese navy and coastguard in the disputed waters of the Paracel Islands in the South China Sea.,1
608,IDVN_180514,ID/VN,5/14/18,2018,,1,107,3,0.7,,Natuna waters,https://www.mongabay.co.id/2018/05/18/laut-natuna-masih-disukai-kapal-asing-penangkap-ikan-ilegal-kenapa/,Ministry of Fisheries and Maritime Affairs ship caught two Vietnamese fishing vessels using banned fishing tools and engaging in IUU fishing.,1
609,IDVN_180512,ID/VN,5/12/18,2018,,3.2211364,106.2241383,2,0.4,,Tarempa waters,https://nasional.kompas.com/read/2018/05/22/15181851/asyik-curi-ikan-di-perairan-indonesia-dua-kapal-vietnam-diciduk-bakamla,"A ship from the Maritime Security Agency caught two Vietnamese ships in the Natuna waters, off the coast of Riau Islands. ",1
610,CNPH_180511,CN/PH,5/11/18,2018,,9.7325,115.8641667,2,0.4,,Second Thomas Shoal,https://www.rappler.com/nation/203720-chinese-helicopter-harass-rubber-boat-ayungin-shoal-spratly-islands,"A Chinese navy chopper (and two vessels) allegedly harassed a Philippine Navy rubber boat on May 11, when the Philippines was resupplying its troops in Ayungin Shoal (Second Thomas Shoal).",1
611,VN_180505,VN,5/5/18,2018,,17.12639,108.53944,1,0.08,17-00.455N; 108-20.742E,50nm off the coast of Hue Province,https://vtc.vn/thoi-su/tau-ca-cua-ngu-dan-hue-bi-dam-thung-13-ngu-dan-lenh-denh-tren-bien-ar397364.html,A Vietnamese fishing vessel rammed by another Vietnamese fishing vessel,1
612,UK_180500,UK,05/00/2018,2018,,10.724722,115.826944,5,1.8,,Spratly Islands (between Brunei and Japan),https://www.bbc.com/vietnamese/world-44339588,"This May, British ships HMS Albion and HMS Sutherland have passed through the waters that China is seeking to restrict access to.",1
613,FR_180500,FR,05/00/2018,2018,,12,113,6,7.2,South China Sea,near artificial islands of China,https://anninhthudo.vn/quan-su/do-hoa-phap-dua-sieu-chien-ham-toi-bao-dam-tu-do-hang-hai-tren-bien-dong/771299.antd,Dixmude and a French guard ship entered the area of ??artificial islands that China illegally deposited in the Spratly Islands under Vietnam's sovereignty.,1
614,CN_180428,CN,04/28/2018 - 04/30/2018,2018,,12,113,6,7.2,,South China Sea,http://usa.chinadaily.com.cn/a/201805/02/WS5ae977afa3105cdcf651b98a.html,"Two Chinese submersibles finished a three-day joint operation, the first of its kind in the country's deep sea exploration, to detect a cold seep in the Pearl River Mouth Basin in the South China Sea. Unmanned submersible Haima, or ""seahorse"", and manned submersible Shenhai Yongshi, or ""deep sea warrior"", on board scientific survey ships Haiyang 6 and Tansuo 1 respectively, carried out the joint operation from April 28 to 30.",1
615,IDVN_180423,ID/VN,4/23/18,2018,,1,107,3,0.7,,Natuna waters,https://ekonomi.kompas.com/read/2018/04/25/180159426/anak-buah-susi-amankan-3-kapal-asing-di-natuna,Ministry of Maritime Affairs and Fisheries ship arrested two Vietnamese fishing ships using trawl in the Natunas.,1
616,IDVN_180422,ID/VN,4/22/18,2018,,1,107,3,0.7,,Natuna waters,https://ekonomi.kompas.com/read/2018/04/25/180159426/anak-buah-susi-amankan-3-kapal-asing-di-natuna,Ministry of Maritime Affairs and Fisheries ship arrested a Vietnamese fishing ship in the Natunas.,1
617,AUCN_180419,AU/CN,4/19/18,2018,,9.8733,107.41359,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
618,AUCN_180419,AU/CN,4/19/18,2018,,10.01339,107.26596,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
619,AUCN_180419,AU/CN,4/19/18,2018,,10.134,107.17168,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
620,AUCN_180419,AU/CN,4/19/18,2018,,10.24837,107.08798,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
621,AUCN_180419,AU/CN,4/19/18,2018,,10.20449,107.12945,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
622,AUCN_180419,AU/CN,4/19/18,2018,,10.094,107.20595,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
623,AUCN_180419,AU/CN,4/19/18,2018,,10.35513,107.04726,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
624,AUCN_180419,AU/CN,4/19/18,2018,,10.26107,107.08493,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
625,AUCN_180419,AU/CN,4/19/18,2018,,10.41683,107.01055,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
626,AUCN_180419,AU/CN,4/19/18,2018,,10.51628,106.94664,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
627,AUCN_180419,AU/CN,4/19/18,2018,,10.41293,107.01773,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
628,AUCN_180419,AU/CN,4/19/18,2018,,10.68708,106.76313,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
629,AUCN_180419,AU/CN,4/19/18,2018,,10.69482,106.75608,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
630,AUCN_180419,AU/CN,4/19/18,2018,,10.72259,106.75077,1,0.08,VesselFinder,South China Sea,https://news.cgtn.com/news/7959444f356b7a6333566d54/index.html; https://www.abc.net.au/news/2018-04-20/south-china-sea-australian-warships-challenged-by-chinese/9677908,Three Australian warships were challenged by China's People's Liberation Army as they were transiting towards Vietnam where they are now conducting a three-day goodwill visit in Ho Chi Minh City.,2
